time,uy
0.0,-3.147769853120964e-18
0.01,0.0010706381731795203
0.02,0.003396272914877622
0.03,0.006893148760811731
0.04,0.011474212847641871
0.05,0.017096808006440513
0.06,0.023736536133124424
0.07,0.03136272256050859
0.08,0.03993356943929678
0.09,0.04940215884593944
0.1,0.05972278314821145
0.11,0.07001362245744766
0.12,0.08011738289959056
0.13,0.09006101046024408
0.14,0.09987522734390619
0.15,0.10956457730164641
0.16,0.11912512799825584
0.17,0.12856198386841558
0.18,0.13789269592309059
0.19,0.14714204258967634
0.2,0.1563361985023634
0.21,0.16549965419452384
0.22,0.17465442017425828
0.23,0.18382005947025518
0.24,0.19301371341931595
0.25,0.20225002481684162
0.26,0.21154112801802163
0.27,0.2208967857034102
0.28,0.2303246010746622
0.29,0.23983018296186426
0.3,0.24941718955047418
0.31,0.2590872567355595
0.32,0.26883987451711927
0.33,0.27867229190974235
0.34,0.28857951650483965
0.35000000000000003,0.2985544458348843
0.36,0.30858813732653745
0.37,0.3186701989955718
0.38,0.3287892666028061
0.39,0.338933524741063
0.4,0.3490912280967091
0.41000000000000003,0.35925118324555105
0.42,0.3694031589534553
0.43,0.37953820233478497
0.44,0.38964884800708144
0.45,0.39972921664159156
0.46,0.4097750075082001
0.47000000000000003,0.4197833964651908
0.48,0.4297528561823692
0.49,0.43968291908322116
0.5,0.44957390544980513
0.51,0.45942663932048633
0.52,0.46924217330685813
0.53,0.4790215404867591
0.54,0.4887655474565194
0.55,0.4984746179045549
0.56,0.5081486911897314
0.5700000000000001,0.5177871758259751
0.58,0.5273889538530154
0.59,0.536952429051163
0.6,0.5464756099420747
0.61,0.5559562174943851
0.62,0.5653918073179275
0.63,0.5747798967202884
0.64,0.5841180881271968
0.65,0.5934041818484018
0.66,0.6026362728384077
0.67,0.611812827821812
0.68,0.6209327408232068
0.6900000000000001,0.6299953666878715
0.7000000000000001,0.6390005335513215
0.71,0.6479485363795222
0.72,0.6568401146348338
0.73,0.6656764178103507
0.74,0.6744589630072395
0.75,0.683189588900752
0.76,0.6918704103514041
0.77,0.7005037775764156
0.78,0.709092243220346
0.79,0.7176385398811524
0.8,0.7261455696982011
0.81,0.7346164065423911
0.8200000000000001,0.7430543102245478
0.8300000000000001,0.7514627510212946
0.84,0.7598454417739359
0.85,0.768206373908716
0.86,0.7765498530120217
0.87,0.7848805291164463
0.88,0.7932034166441272
0.89,0.8015238990283625
0.9,0.8098477133941475
0.91,0.8181809113100137
0.92,0.8265297925025784
0.93,0.8349008095169941
0.9400000000000001,0.843300442568982
0.9500000000000001,0.8517350452195023
0.96,0.860210662958902
0.97,0.8687328282572755
0.98,0.8773063370620285
0.99,0.8859350130396604
1.0,0.8946214670021332
1.01,0.9033668598643919
1.02,0.9121706780868439
1.03,0.921030530809572
1.04,0.9299419777393589
1.05,0.9388983962777538
1.06,0.9478908953705272
1.07,0.9569082821326493
1.08,0.9659370855021525
1.09,0.9749616390722057
1.1,0.9839642229403917
1.11,0.9929252620154784
1.12,1.0018235758669232
1.1300000000000001,1.0106366730278056
1.1400000000000001,1.0193410807991385
1.1500000000000001,1.0279127001673887
1.16,1.0363271745257887
1.17,1.044560260537171
1.18,1.0525881897051041
1.19,1.0603880100031589
1.2,1.0679378981823073
1.21,1.075217435034407
1.22,1.0822078378130153
1.23,1.0888921460674361
1.24,1.0952553591983558
1.25,1.1012845259717776
1.26,1.1069687879309917
1.27,1.1122993800497887
1.28,1.117269593029643
1.29,1.121874702344491
1.3,1.1261118694911287
1.31,1.1299800209454234
1.32,1.1334797101050185
1.33,1.1366129670787868
1.34,1.13938314062714
1.35,1.141794735929984
1.36,1.1438532512202884
1.37,1.1455650157225123
1.3800000000000001,1.1469370308176061
1.3900000000000001,1.1479768159490553
1.4000000000000001,1.1486922605036503
1.41,1.1490914827494638
1.42,1.149182696882438
1.43,1.148974089301131
1.44,1.1484737053660168
1.45,1.1476893480675203
1.46,1.1466284901838055
1.47,1.1452982016124813
1.48,1.1437050935700812
1.49,1.1418552812361855
1.5,1.1397543661521143
1.51,1.137407439256738
1.52,1.1348191048582927
1.53,1.1319935251208255
1.54,1.1289344838217115
1.55,1.1256454672604912
1.56,1.1221297593270094
1.57,1.1183905469323008
1.58,1.11443103133334
1.59,1.1102545404023842
1.6,1.105864636652587
1.61,1.1012652158681562
1.62,1.096460591514748
1.6300000000000001,1.0914555607179233
1.6400000000000001,1.0862554484662412
1.6500000000000001,1.0808661277723417
1.6600000000000001,1.0752940147443955
1.67,1.069546038803585
1.68,1.0636295895469017
1.69,1.057552442915485
1.7,1.0513226703117813
1.71,1.0449485350527508
1.72,1.0384383810087754
1.73,1.0318005184383352
1.74,1.0250431118893013
1.75,1.0181740746230197
1.76,1.0112009733701985
1.77,1.0041309464051598
